COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2015,POPESTIMATE2019
71,Illinois,Henderson County,7331,6997,6646
73,Illinois,Henry County,50486,49638,48913
75,Illinois,Iroquois County,29718,28522,27114
77,Illinois,Jackson County,60218,59214,56750
79,Illinois,Jasper County,9698,9630,9610
81,Illinois,Jefferson County,38827,38272,37684
83,Illinois,Jersey County,22985,22260,21773
85,Illinois,Jo Daviess County,22678,22066,21235
87,Illinois,Johnson County,12582,12777,12417
89,Illinois,Kane County,515269,528760,532403
91,Illinois,Kankakee County,113449,111750,109862
93,Illinois,Kendall County,114736,122878,128990
95,Illinois,Knox County,52919,51370,49699
97,Illinois,Lake County,703462,704611,696535
99,Illinois,LaSalle County,113924,111019,108669
101,Illinois,Lawrence County,16833,16465,15678
103,Illinois,Lee County,36031,34521,34096
105,Illinois,Livingston County,38950,36605,35648
107,Illinois,Logan County,30305,29284,28618
109,Illinois,McDonough County,32612,31449,29682
111,Illinois,McHenry County,308760,307572,307774
113,Illinois,McLean County,169572,173141,171517
115,Illinois,Macon County,110768,107343,104009
117,Illinois,Macoupin County,47765,45876,44926
119,Illinois,Madison County,269282,265996,262966
121,Illinois,Marion County,39437,38359,37205
123,Illinois,Marshall County,12640,11925,11438
125,Illinois,Mason County,14666,13863,13359
127,Illinois,Massac County,15429,14567,13772
129,Illinois,Menard County,12705,12356,12196
131,Illinois,Mercer County,16434,15746,15437
133,Illinois,Monroe County,32957,33739,34637
135,Illinois,Montgomery County,30104,29192,28414
137,Illinois,Morgan County,35547,34673,33658
139,Illinois,Moultrie County,14846,14743,14501
141,Illinois,Ogle County,53497,51559,50643
143,Illinois,Peoria County,186494,186481,179179
145,Illinois,Perry County,22350,21521,20916
147,Illinois,Piatt County,16729,16350,16344
149,Illinois,Pike County,16430,15795,15561
151,Illinois,Pope County,4470,4291,4177
153,Illinois,Pulaski County,6161,5657,5335
155,Illinois,Putnam County,6006,5727,5739
157,Illinois,Randolph County,33476,32806,31782
159,Illinois,Richland County,16233,15957,15513
161,Illinois,Rock Island County,147546,146094,141879
163,Illinois,St. Clair County,270056,264858,259686
165,Illinois,Saline County,24913,24495,23491
167,Illinois,Sangamon County,197465,198898,194672
169,Illinois,Schuyler County,7544,7151,6768
171,Illinois,Scott County,5355,5110,4951
173,Illinois,Shelby County,22363,21819,21634
175,Illinois,Stark County,5994,5505,5342
177,Illinois,Stephenson County,47711,45668,44498
179,Illinois,Tazewell County,135394,134302,131803
181,Illinois,Union County,17808,17284,16653
183,Illinois,Vermilion County,81625,79170,75758
185,Illinois,Wabash County,11947,11624,11520
187,Illinois,Warren County,17707,17455,16844
189,Illinois,Washington County,14716,14262,13887
191,Illinois,Wayne County,16760,16517,16215
193,Illinois,White County,14665,14204,13537
195,Illinois,Whiteside County,58498,56919,55175
197,Illinois,Will County,677560,685877,690743
199,Illinois,Williamson County,66357,67428,66597
201,Illinois,Winnebago County,295266,287148,282572
203,Illinois,Woodford County,38664,38930,38459
1,Indiana,Adams County,34387,34945,35777
3,Indiana,Allen County,355329,367362,379299
5,Indiana,Bartholomew County,76794,81458,83779
7,Indiana,Benton County,8854,8693,8748
9,Indiana,Blackford County,12766,12242,11758
11,Indiana,Boone County,56640,63033,67843
13,Indiana,Brown County,15242,14994,15092
15,Indiana,Carroll County,20155,19887,20257
17,Indiana,Cass County,38966,38081,37689
19,Indiana,Clark County,110232,114819,118302
21,Indiana,Clay County,26890,26395,26225
23,Indiana,Clinton County,33224,32373,32399
25,Indiana,Crawford County,10713,10555,10577
27,Indiana,Daviess County,31648,32823,33351
29,Indiana,Dearborn County,50047,49455,49458
31,Indiana,Decatur County,25740,26339,26559
33,Indiana,DeKalb County,42223,42496,43475
35,Indiana,Delaware County,117671,115767,114135
37,Indiana,Dubois County,41889,42317,42736
39,Indiana,Elkhart County,197559,202995,206341
41,Indiana,Fayette County,24277,23388,23102
43,Indiana,Floyd County,74578,76505,78522
45,Indiana,Fountain County,17240,16537,16346
47,Indiana,Franklin County,23087,22940,22758
49,Indiana,Fulton County,20836,20340,19974
51,Indiana,Gibson County,33503,33644,33659
53,Indiana,Grant County,70061,67479,65769
55,Indiana,Greene County,33165,32416,31922
57,Indiana,Hamilton County,274569,308428,338011
59,Indiana,Hancock County,70002,72413,78168
61,Indiana,Harrison County,39364,39532,40515
63,Indiana,Hendricks County,145448,157776,170311
65,Indiana,Henry County,49462,48655,47972
67,Indiana,Howard County,82752,82338,82544
69,Indiana,Huntington County,37124,36518,36520
71,Indiana,Jackson County,42376,43875,44231
73,Indiana,Jasper County,33478,33478,33562
75,Indiana,Jay County,21253,21137,20436
77,Indiana,Jefferson County,32428,32297,32308
79,Indiana,Jennings County,28525,27834,27735
81,Indiana,Johnson County,139654,148962,158167
83,Indiana,Knox County,38440,37760,36594
85,Indiana,Kosciusko County,77358,78547,79456
87,Indiana,LaGrange County,37128,38616,39614
89,Indiana,Lake County,496005,487908,485493
91,Indiana,LaPorte County,111467,110835,109888
93,Indiana,Lawrence County,46134,45568,45370
95,Indiana,Madison County,131636,129388,129569
97,Indiana,Marion County,903393,939843,964582
99,Indiana,Marshall County,47051,46733,46258
101,Indiana,Martin County,10334,10216,10255
103,Indiana,Miami County,36903,36004,35516
105,Indiana,Monroe County,137974,144247,148431
107,Indiana,Montgomery County,38124,38243,38338
109,Indiana,Morgan County,68894,69559,70489
111,Indiana,Newton County,14244,13971,13984
113,Indiana,Noble County,47536,47515,47744
115,Indiana,Ohio County,6128,5877,5875
117,Indiana,Orange County,19840,19634,19646
119,Indiana,Owen County,21575,20826,20799
121,Indiana,Parke County,17339,16970,16937
123,Indiana,Perry County,19338,19310,19169
125,Indiana,Pike County,12845,12407,12389
127,Indiana,Porter County,164343,167334,170389
129,Indiana,Posey County,25910,25613,25427
131,Indiana,Pulaski County,13402,12804,12353
133,Indiana,Putnam County,37963,37382,37576
135,Indiana,Randolph County,26171,25138,24665
137,Indiana,Ripley County,28818,28372,28324
139,Indiana,Rush County,17392,16708,16581
141,Indiana,St. Joseph County,266931,268361,271826
143,Indiana,Scott County,24181,23660,23873
145,Indiana,Shelby County,44436,44341,44729
147,Indiana,Spencer County,20952,20640,20277
149,Indiana,Starke County,23363,22860,22995
151,Indiana,Steuben County,34185,34469,34594
153,Indiana,Sullivan County,21475,20874,20669
155,Indiana,Switzerland County,10613,10614,10751
157,Indiana,Tippecanoe County,172780,186723,195732
159,Indiana,Tipton County,15936,15249,15148
161,Indiana,Union County,7516,7185,7054
163,Indiana,Vanderburgh County,179703,181504,181451
165,Indiana,Vermillion County,16212,15593,15498
167,Indiana,Vigo County,107848,107533,107038
169,Indiana,Wabash County,32888,31860,30996
171,Indiana,Warren County,8508,8270,8265
173,Indiana,Warrick County,59689,61522,62998
175,Indiana,Washington County,28262,27774,28036
177,Indiana,Wayne County,68917,66972,65884
179,Indiana,Wells County,27636,27851,28296
181,Indiana,White County,24643,24274,24102
183,Indiana,Whitley County,33292,33444,33964
1,Iowa,Adair County,7682,7145,7152
3,Iowa,Adams County,4029,3754,3602
5,Iowa,Allamakee County,14330,13874,13687
7,Iowa,Appanoose County,12887,12577,12426
9,Iowa,Audubon County,6119,5711,5496
11,Iowa,Benton County,26076,25608,25645
13,Iowa,Black Hawk County,131090,133701,131228
15,Iowa,Boone County,26306,26443,26234
17,Iowa,Bremer County,24276,24746,25062
19,Iowa,Buchanan County,20958,21105,21175
21,Iowa,Buena Vista County,20260,20374,19620
23,Iowa,Butler County,14867,14881,14439
25,Iowa,Calhoun County,9670,9801,9668
27,Iowa,Carroll County,20816,20423,20165
29,Iowa,Cass County,13956,13351,12836
31,Iowa,Cedar County,18499,18254,18627
33,Iowa,Cerro Gordo County,44151,42983,42450
35,Iowa,Cherokee County,12072,11483,11235
37,Iowa,Chickasaw County,12439,12151,11933
39,Iowa,Clarke County,9286,9219,9395
41,Iowa,Clay County,16667,16498,16016
43,Iowa,Clayton County,18129,17726,17549
45,Iowa,Clinton County,49116,47558,46429
47,Iowa,Crawford County,17096,17082,16820
49,Iowa,Dallas County,66135,80631,93453
51,Iowa,Davis County,8753,8777,9000
53,Iowa,Decatur County,8457,8137,7870
55,Iowa,Delaware County,17764,17393,17011
57,Iowa,Des Moines County,40325,39874,38967
59,Iowa,Dickinson County,16667,17004,17258
61,Iowa,Dubuque County,93653,96850,97311
63,Iowa,Emmet County,10302,9702,9208
65,Iowa,Fayette County,20880,20142,19650
67,Iowa,Floyd County,16303,15910,15642
69,Iowa,Franklin County,10680,10319,10070
71,Iowa,Fremont County,7441,6912,6960
73,Iowa,Greene County,9336,8944,8888
75,Iowa,Grundy County,12453,12405,12232
77,Iowa,Guthrie County,10954,10649,10689
79,Iowa,Hamilton County,15673,15218,14773
81,Iowa,Hancock County,11341,11028,10630
83,Iowa,Hardin County,17534,17253,16846
85,Iowa,Harrison County,14928,14139,14049
87,Iowa,Henry County,20145,19843,19954
89,Iowa,Howard County,9566,9313,9158
91,Iowa,Humboldt County,9815,9556,9558
93,Iowa,Ida County,7089,6968,6860
95,Iowa,Iowa County,16355,16282,16184
97,Iowa,Jackson County,19848,19366,19439
99,Iowa,Jasper County,36842,36750,37185
101,Iowa,Jefferson County,16843,17906,18295
103,Iowa,Johnson County,130882,144943,151140
105,Iowa,Jones County,20638,20433,20681
107,Iowa,Keokuk County,10511,10171,10246
109,Iowa,Kossuth County,15543,15158,14813
111,Iowa,Lee County,35862,34894,33657
113,Iowa,Linn County,211226,220271,226706
115,Iowa,Louisa County,11387,11285,11035
117,Iowa,Lucas County,8898,8610,8600
119,Iowa,Lyon County,11581,11747,11755
121,Iowa,Madison County,15679,15720,16338
123,Iowa,Mahaska County,22381,22312,22095
125,Iowa,Marion County,33309,33109,33253
127,Iowa,Marshall County,40648,40352,39369
129,Iowa,Mills County,15059,14882,15109
131,Iowa,Mitchell County,10776,10676,10586
133,Iowa,Monona County,9243,8866,8615
135,Iowa,Monroe County,7970,7924,7707
137,Iowa,Montgomery County,10740,10149,9917
139,Iowa,Muscatine County,42745,43068,42664
141,Iowa,O'Brien County,14398,13926,13753
143,Iowa,Osceola County,6462,6160,5958
145,Iowa,Page County,15932,15462,15107
147,Iowa,Palo Alto County,9421,9140,8886
149,Iowa,Plymouth County,24986,24899,25177
151,Iowa,Pocahontas County,7310,6967,6619
153,Iowa,Polk County,430640,467304,490161
155,Iowa,Pottawattamie County,93158,93563,93206
157,Iowa,Poweshiek County,18914,18358,18504
159,Iowa,Ringgold County,5131,4977,4894
161,Iowa,Sac County,10350,9966,9721
163,Iowa,Scott County,165224,171903,172943
165,Iowa,Shelby County,12167,11789,11454
167,Iowa,Sioux County,33704,34754,34855
169,Iowa,Story County,89542,96636,97117
171,Iowa,Tama County,17767,17217,16854
173,Iowa,Taylor County,6317,6246,6121
175,Iowa,Union County,12534,12430,12241
177,Iowa,Van Buren County,7570,7296,7044
179,Iowa,Wapello County,35625,35456,34969
181,Iowa,Warren County,46225,48468,51466
183,Iowa,Washington County,21704,22145,21965
185,Iowa,Wayne County,6403,6359,6441
187,Iowa,Webster County,38013,37066,35904
189,Iowa,Winnebago County,10866,10603,10354
191,Iowa,Winneshiek County,21056,20745,19991
193,Iowa,Woodbury County,102172,102492,103107
195,Iowa,Worth County,7598,7503,7381
197,Iowa,Wright County,13229,12841,12562
1,Kansas,Allen County,13371,12683,12369
3,Kansas,Anderson County,8102,7816,7858
5,Kansas,Atchison County,16924,16418,16073
7,Kansas,Barber County,4861,4824,4427
9,Kansas,Barton County,27674,27159,25779
11,Kansas,Bourbon County,15173,14733,14534
13,Kansas,Brown County,9984,9708,9564
15,Kansas,Butler County,65880,66249,66911
17,Kansas,Chase County,2790,2656,2648
19,Kansas,Chautauqua County,3669,3387,3250
21,Kansas,Cherokee County,21603,20535,19939
23,Kansas,Cheyenne County,2726,2674,2657
25,Kansas,Clark County,2215,2081,1994
27,Kansas,Clay County,8535,8293,8002
29,Kansas,Cloud County,9533,9188,8786
31,Kansas,Coffey County,8601,8291,8179
33,Kansas,Comanche County,1891,1827,1700
35,Kansas,Cowley County,36311,35752,34908
37,Kansas,Crawford County,39134,39139,38818
39,Kansas,Decatur County,2961,2923,2827
41,Kansas,Dickinson County,19754,19206,18466
43,Kansas,Doniphan County,7945,7788,7600
45,Kansas,Douglas County,110826,118141,122259
47,Kansas,Edwards County,3037,2955,2798
49,Kansas,Elk County,2882,2574,2530
51,Kansas,Ellis County,28452,28999,28553
53,Kansas,Ellsworth County,6497,6302,6102
55,Kansas,Finney County,36776,37148,36467
57,Kansas,Ford County,33848,34629,33619
59,Kansas,Franklin County,25992,25469,25544
61,Kansas,Geary County,34362,36681,31670
63,Kansas,Gove County,2695,2698,2636
65,Kansas,Graham County,2597,2591,2482
67,Kansas,Grant County,7829,7724,7150
69,Kansas,Gray County,6006,6082,5988
71,Kansas,Greeley County,1247,1302,1232
73,Kansas,Greenwood County,6689,6233,5982
75,Kansas,Hamilton County,2690,2568,2539
77,Kansas,Harper County,6034,5781,5436
79,Kansas,Harvey County,34684,34802,34429
81,Kansas,Haskell County,4256,4089,3968
83,Kansas,Hodgeman County,1916,1869,1794
85,Kansas,Jackson County,13462,13285,13171
87,Kansas,Jefferson County,19126,18794,19043
89,Kansas,Jewell County,3077,2963,2879
91,Kansas,Johnson County,544179,579684,602401
93,Kansas,Kearny County,3977,3929,3838
95,Kansas,Kingman County,7858,7636,7152
97,Kansas,Kiowa County,2553,2570,2475
99,Kansas,Labette County,21607,20628,19618
101,Kansas,Lane County,1750,1630,1535
103,Kansas,Leavenworth County,76227,79119,81758
105,Kansas,Lincoln County,3241,3142,2962
107,Kansas,Linn County,9656,9580,9703
109,Kansas,Logan County,2756,2787,2794
111,Kansas,Lyon County,33690,33133,33195
113,Kansas,McPherson County,29180,28648,28542
115,Kansas,Marion County,12660,12053,11884
117,Kansas,Marshall County,10117,9845,9707
119,Kansas,Meade County,4575,4301,4033
121,Kansas,Miami County,32787,32758,34237
123,Kansas,Mitchell County,6373,6294,5979
125,Kansas,Montgomery County,35471,33436,31829
127,Kansas,Morris County,5923,5628,5620
129,Kansas,Morton County,3233,2953,2587
131,Kansas,Nemaha County,10178,10094,10231
133,Kansas,Neosho County,16512,16287,16007
135,Kansas,Ness County,3107,3020,2750
137,Kansas,Norton County,5671,5536,5361
139,Kansas,Osage County,16295,15865,15949
141,Kansas,Osborne County,3858,3641,3421
143,Kansas,Ottawa County,6091,5934,5704
145,Kansas,Pawnee County,6973,6769,6414
147,Kansas,Phillips County,5642,5420,5234
149,Kansas,Pottawatomie County,21604,23123,24383
151,Kansas,Pratt County,9656,9697,9164
153,Kansas,Rawlins County,2519,2506,2530
155,Kansas,Reno County,64511,63596,61998
157,Kansas,Republic County,4980,4688,4636
159,Kansas,Rice County,10083,9925,9537
161,Kansas,Riley County,71115,77185,74232
163,Kansas,Rooks County,5181,5179,4920
165,Kansas,Rush County,3307,3098,3036
167,Kansas,Russell County,6970,7044,6856
169,Kansas,Saline County,55606,55429,54224
171,Kansas,Scott County,4936,4948,4823
173,Kansas,Sedgwick County,498365,511083,516042
175,Kansas,Seward County,22952,23273,21428
177,Kansas,Shawnee County,177934,178689,176875
179,Kansas,Sheridan County,2556,2475,2521
181,Kansas,Sherman County,6010,5964,5917
183,Kansas,Smith County,3853,3689,3583
185,Kansas,Stafford County,4437,4215,4156
187,Kansas,Stanton County,2235,2070,2006
189,Kansas,Stevens County,5724,5789,5485
191,Kansas,Sumner County,24132,23417,22836
193,Kansas,Thomas County,7900,7895,7777
195,Kansas,Trego County,3001,2907,2803
197,Kansas,Wabaunsee County,7053,6887,6931
199,Kansas,Wallace County,1485,1505,1518
201,Kansas,Washington County,5799,5568,5406
203,Kansas,Wichita County,2234,2167,2119
205,Kansas,Wilson County,9409,8845,8525
207,Kansas,Woodson County,3309,3144,3138
209,Kansas,Wyandotte County,157505,163682,165429
1,Kentucky,Adair County,18656,19162,19202
3,Kentucky,Allen County,19956,20660,21315
5,Kentucky,Anderson County,21421,21920,22747
7,Kentucky,Ballard County,8249,8216,7888
9,Kentucky,Barren County,42173,43546,44249
11,Kentucky,Bath County,11591,12203,12500
13,Kentucky,Bell County,28691,27370,26032
15,Kentucky,Boone County,118811,128161,133581
17,Kentucky,Bourbon County,19985,20166,19788
19,Kentucky,Boyd County,49542,48471,46718
21,Kentucky,Boyle County,28432,29782,30060
23,Kentucky,Bracken County,8488,8290,8303
25,Kentucky,Breathitt County,13878,13363,12630
27,Kentucky,Breckinridge County,20059,19979,20477
29,Kentucky,Bullitt County,74319,78677,81676
31,Kentucky,Butler County,12690,12734,12879
33,Kentucky,Caldwell County,12984,12748,12747
35,Kentucky,Calloway County,37191,38656,39001
37,Kentucky,Campbell County,90336,92124,93584
39,Kentucky,Carlisle County,5104,4852,4760
41,Kentucky,Carroll County,10811,10682,10631
43,Kentucky,Carter County,27720,27439,26797
45,Kentucky,Casey County,15955,15749,16159
47,Kentucky,Christian County,73955,73075,70461
49,Kentucky,Clark County,35613,35660,36263
51,Kentucky,Clay County,21730,20974,19901
53,Kentucky,Clinton County,10272,10183,10218
55,Kentucky,Crittenden County,9315,9168,8806
57,Kentucky,Cumberland County,6856,6737,6614
59,Kentucky,Daviess County,96656,99485,101511
61,Kentucky,Edmonson County,12161,11991,12150
63,Kentucky,Elliott County,7852,7548,7517
65,Kentucky,Estill County,14672,14373,14106
67,Kentucky,Fayette County,295803,315819,323152
69,Kentucky,Fleming County,14348,14578,14581
71,Kentucky,Floyd County,39451,37531,35589
73,Kentucky,Franklin County,49285,50070,50991
75,Kentucky,Fulton County,6813,6266,5969
77,Kentucky,Gallatin County,8589,8613,8869
79,Kentucky,Garrard County,16912,17207,17666
81,Kentucky,Grant County,24662,24736,25069
83,Kentucky,Graves County,37121,37248,37266
85,Kentucky,Grayson County,25746,26138,26427
87,Kentucky,Green County,11258,10951,10941
89,Kentucky,Greenup County,36910,36006,35098
91,Kentucky,Hancock County,8565,8641,8722
93,Kentucky,Hardin County,105543,106272,110958
95,Kentucky,Harlan County,29278,27506,26010
97,Kentucky,Harrison County,18846,18641,18886
99,Kentucky,Hart County,18199,18421,19035
101,Kentucky,Henderson County,46250,46344,45210
103,Kentucky,Henry County,15416,15563,16126
105,Kentucky,Hickman County,4902,4612,4380
107,Kentucky,Hopkins County,46920,46055,44686
109,Kentucky,Jackson County,13494,13325,13329
111,Kentucky,Jefferson County,741096,764946,766757
113,Kentucky,Jessamine County,48586,51809,54115
115,Kentucky,Johnson County,23356,23128,22188
117,Kentucky,Kenton County,159720,164478,166998
119,Kentucky,Knott County,16346,15680,14806
